first_name,last_name,address,date_of_birth
MLDKU,VDABCKJBVM,VX DR DARWIN NT 0800 AUSTRALIA,06-07-1983
NK,EDDWNELHP,YZU XGZTKAZ CANBERRA ACT 2600 AUSTRALIA,12-05-1992
IEOFHIC,OH,J YIJM DARWIN NT 0800 AUSTRALIA,10-05-2000
YTWEGC,NI,R BCK SYDNEY NSW 2000 AUSTRALIA,18-09-1995
YVAM,EOUCLWGS,SGP PFRRYCE DARWIN NT 0800 AUSTRALIA,22-05-1978
CYC,MIPZKPCS,MWPAG YC SYDNEY NSW 2000 AUSTRALIA,21-10-2003
SOA,FMLYX,HGDZP KISGGJV HOBART TAS 7000 AUSTRALIA,13-03-1950
GDQAFBDKC,KTNCK,XOMOIRAY ORKQ BRISBANE QLD 4001 AUSTRALIA,25-07-1996
U,NCTIUYONWL,JDOPRIWRO FEGBATJ SYDNEY NSW 2000 AUSTRALIA,19-02-2002
VD,CPTDII,NPVJ AWXVMJN MELBOURNE 3000 AUSTRALIA,18-06-2014
LJORBE,YWI,DCTBP REJAH CANBERRA ACT 2600 AUSTRALIA,19-03-1991
EHPVMDL,PJY,ACDTUP KQPRPUQ CANBERRA ACT 2600 AUSTRALIA,23-08-1997
JFDFP,QRKTCCI,R XCUBVTHIE DARWIN NT 0800 AUSTRALIA,01-11-1966
QT,XTULMPYYWS,S JTF MELBOURNE 3000 AUSTRALIA,29-09-1969
MCUMOMG,C,QBIMFVQH WDNJRL ADELAIDE SA 5000 AUSTRALIA,22-04-1952
XTKGMVXTFR,MAXAOLPSG,WISE XCOERZ DARWIN NT 0800 AUSTRALIA,27-03-1962
AKJVM,FZZPABTWMY,LUQR LQXHOGAK SYDNEY NSW 2000 AUSTRALIA,15-08-1972
ZCQ,LHSQGUFZUO,SMHWRWFTJ ENO SYDNEY NSW 2000 AUSTRALIA,28-04-1996
CL,AMORNUMCU,FPSMZBNY PJNXERS BRISBANE QLD 4001 AUSTRALIA,06-09-1957
H,PFE,QLJOEZAEM NPRIYHZF BRISBANE QLD 4001 AUSTRALIA,15-07-1984
PZLGUR,RTUJVFOTUK,LBOPCML TFSETRNPS DARWIN NT 0800 AUSTRALIA,20-08-1991
QHXAITPZ,FGJZDMGO,FMIOWRN H SYDNEY NSW 2000 AUSTRALIA,02-10-2009
OMROIFWCJ,P,NFLNUD LR ADELAIDE SA 5000 AUSTRALIA,24-02-2003
GRTPNKP,RRWBNKZID,A UTEDJOJTJ HOBART TAS 7000 AUSTRALIA,11-05-1994
T,QNCBPST,RTKU VDKX BRISBANE QLD 4001 AUSTRALIA,02-11-1983
HJPDNV,FVXOIOA,DH VUDEIA CANBERRA ACT 2600 AUSTRALIA,22-05-1995
RXDLIGP,RRCUIFMLO,EWF NSGPYE HOBART TAS 7000 AUSTRALIA,26-04-1980
XXRJSA,TOB,CEUARRWJZB OPTOMGLXK HOBART TAS 7000 AUSTRALIA,06-07-2018
MWKGTDNDHZ,UVGUUOANYC,MOSAR AXRJUQJD ADELAIDE SA 5000 AUSTRALIA,01-04-1959
UAV,CVIJSWMHZ,KNZNJ PWHEAFMRB ADELAIDE SA 5000 AUSTRALIA,01-05-1991
FNSCWPP,YYFUXTE,MKT DOID CANBERRA ACT 2600 AUSTRALIA,09-04-2013
VIN,BIRSCYIIQ,OJAAXQC GQELH CANBERRA ACT 2600 AUSTRALIA,29-07-1965
MWMM,DXQPVOMDF,LVDS QDVNDU DARWIN NT 0800 AUSTRALIA,26-01-1999
BOVQYF,WJJVWCN,YOGSDC WIUCRARKA CANBERRA ACT 2600 AUSTRALIA,22-05-1982
MD,TLW,POMHXRN QKS CANBERRA ACT 2600 AUSTRALIA,06-02-1984
IHDCT,GBJ,LNLGWM MMSNKOHMP PERTH WA 6000 AUSTRALIA,25-04-1991
INEIWPW,ELOOLMLMJZ,QRNSG U ADELAIDE SA 5000 AUSTRALIA,17-10-2008
OYGACEY,QTAOH,OTEVNCGX LOLRU ADELAIDE SA 5000 AUSTRALIA,20-03-1996
HGFSRIHRN,X,NOKACI UATKWNG MELBOURNE 3000 AUSTRALIA,19-06-1958
RQH,SLAGSFJUY,PYCDQEXI BJLSK ADELAIDE SA 5000 AUSTRALIA,05-06-1982
SFUWONKXV,TIJSOWCWED,UBNZEFKE NQ CANBERRA ACT 2600 AUSTRALIA,10-03-2002
EXOPAUE,U,VVGWNSI MQ BRISBANE QLD 4001 AUSTRALIA,15-03-1951
B,SYPY,PKYHX IHUBCCY DARWIN NT 0800 AUSTRALIA,25-04-1992
PZMHKZG,VYMT,EK ZLI HOBART TAS 7000 AUSTRALIA,01-03-1955
NH,HRZHEHZZL,PSATNXFRIP XVROODUBR CANBERRA ACT 2600 AUSTRALIA,07-04-1986
MHVHE,RPEV,YSBGX IWEUHVKK BRISBANE QLD 4001 AUSTRALIA,13-04-1951
BN,SB,OJJVZ H BRISBANE QLD 4001 AUSTRALIA,17-04-1988
YLJBTKK,YUJM,FCVPMRURU P SYDNEY NSW 2000 AUSTRALIA,27-10-1974
CZALQ,QLXTCKAYO,CBUCSZRP CPXPCEKPN DARWIN NT 0800 AUSTRALIA,17-07-1989
ZWKEEGMSOJ,YCACKSIYF,OVLNF WVFS CANBERRA ACT 2600 AUSTRALIA,12-02-1965
PGBLIG,FLQNFUGR,AKRKFRVJ WONQWO DARWIN NT 0800 AUSTRALIA,25-05-1950
ELSWUZHB,X,CBAJGPZ WAJBOCXUF DARWIN NT 0800 AUSTRALIA,21-05-2001
ZEJVGYDGP,TTSICOI,FPMPR GRHSYHRQCN CANBERRA ACT 2600 AUSTRALIA,17-10-1951
W,HTUFNAZKUY,JUSSGGKNHS OXJXKKDL CANBERRA ACT 2600 AUSTRALIA,16-04-2000
EG,IR,PSA A ADELAIDE SA 5000 AUSTRALIA,09-04-1967
NWTTJQC,PQIY,RFMSB SXKJSEJ CANBERRA ACT 2600 AUSTRALIA,20-10-1972
MRXWUSDDPW,UI,ASLVBLABT Q MELBOURNE 3000 AUSTRALIA,20-08-1970
RA,WC,V OUEXIOK DARWIN NT 0800 AUSTRALIA,19-05-1953
SVINXAWBVT,B,TQZC FKV DARWIN NT 0800 AUSTRALIA,02-07-1994
LMNOHZPMRR,PYDFZ,ACOM GOWUNJML DARWIN NT 0800 AUSTRALIA,01-06-2010
JAFSGUA,YKJWUEQ,P QGRXJM ADELAIDE SA 5000 AUSTRALIA,04-04-1989
W,KDQ,M UTGMP HOBART TAS 7000 AUSTRALIA,26-08-1984
WMTFBMLXQ,AB,TMCXAHO MANEWMWLPK CANBERRA ACT 2600 AUSTRALIA,05-04-1951
TCWC,XWQZHJAX,KGJRT ZQF BRISBANE QLD 4001 AUSTRALIA,21-11-2004
QDDWWX,XB,WUOOJHYW GQQIEQVS PERTH WA 6000 AUSTRALIA,10-04-1950
FXWVIGKR,VMBVLARX,ESRFFFSWYR J BRISBANE QLD 4001 AUSTRALIA,29-08-1999
BGNMWRWIEM,TZ,PWO ZOOMQ ADELAIDE SA 5000 AUSTRALIA,13-05-1963
HDWAYA,TYXQHWWRA,WMMWAPMH UUZ BRISBANE QLD 4001 AUSTRALIA,19-02-1952
HMJ,QXQZ,XJJH MGUNHMPU BRISBANE QLD 4001 AUSTRALIA,09-02-1981
LUQBFGVSNR,DRKLBKPPAJ,S VPPZRLVMSH ADELAIDE SA 5000 AUSTRALIA,16-09-2014
SHTNSGRIN,NUTLLHMCGF,KTW YW PERTH WA 6000 AUSTRALIA,23-01-1991
NHJWU,IFSSSU,VXVYWMD SEQGZMZP MELBOURNE 3000 AUSTRALIA,16-09-1964
MZCYICDXGJ,YYQNLRN,GEKQ ZMPPNE ADELAIDE SA 5000 AUSTRALIA,09-03-1951
CHYQOQG,I,EL XYAUIMJVMO PERTH WA 6000 AUSTRALIA,08-02-1996
QZESJFZBOT,BUGYWFP,KQSPTJGKKB QLCLEES PERTH WA 6000 AUSTRALIA,01-05-2003
TOO,MCCSYRLCHA,PYVHSXXVEK WCWZHIRO ADELAIDE SA 5000 AUSTRALIA,05-02-1982
VSY,YQXNEK,QOVGE TWDNHNCMCL CANBERRA ACT 2600 AUSTRALIA,20-08-1979
YYJOY,OVFNVU,EBSOXT FD PERTH WA 6000 AUSTRALIA,24-10-1965
FRGFHYBT,FTEQP,LWMVYUBHH PRSTSXSK CANBERRA ACT 2600 AUSTRALIA,29-01-1978
GDZHDOBIC,VIZ,WAGW DHJXCNKDG PERTH WA 6000 AUSTRALIA,18-07-2004
QYCLA,RLHVCAO,IFGWIQWIBE IMYWEEYAX HOBART TAS 7000 AUSTRALIA,28-03-1987
TTW,QA,LQK FU PERTH WA 6000 AUSTRALIA,29-10-1976
DMZYRCXJ,VSVQWDXYGA,VAK EHK BRISBANE QLD 4001 AUSTRALIA,02-07-1995
GUVU,BEE,NSHUNCTBF UDG PERTH WA 6000 AUSTRALIA,01-11-1984
MLHGYQ,DXHVDOWIAF,XAAK AUFKHXHMBR MELBOURNE 3000 AUSTRALIA,08-03-1999
HMGBMURC,LFLOYIMZB,OKJWFPJPNE DDSSQY SYDNEY NSW 2000 AUSTRALIA,19-11-1990
H,TXIL,GUG ENI DARWIN NT 0800 AUSTRALIA,05-07-1955
HFFYMRUZ,XOBZVEEQ,FAP OPZJMUQVVW PERTH WA 6000 AUSTRALIA,15-08-1981
OVC,CEQO,GUDJTHIG PYJEPPRYY DARWIN NT 0800 AUSTRALIA,09-07-2016
G,SAIETHMDBQ,RTIJ PU BRISBANE QLD 4001 AUSTRALIA,12-07-1973
TDHLZNT,VACTCPBDJ,CQEGGAN UGAWBTIMKN SYDNEY NSW 2000 AUSTRALIA,27-01-1955
ATAZXRZX,VWBSMROA,ZNCMFTLD UCOKT SYDNEY NSW 2000 AUSTRALIA,04-01-1959
FUEBOH,HFI,NXDNQ GMVZCRAJAR ADELAIDE SA 5000 AUSTRALIA,07-11-1969
PFP,L,TOVO RB HOBART TAS 7000 AUSTRALIA,27-02-1997
H,NPNMQLE,JGWBW MOGRZONIXL MELBOURNE 3000 AUSTRALIA,04-05-1966
BRNPTO,ZNBWB,F UCUHS MELBOURNE 3000 AUSTRALIA,27-01-1993
GWEFCP,ELEMCWXWVY,RFXR APTVHNV HOBART TAS 7000 AUSTRALIA,21-07-2000
CETTLXDGF,KNNYCYNADS,RLNOLYJKC GQAEZ HOBART TAS 7000 AUSTRALIA,06-05-1982
KXRXJZYK,VS,TTURJTSOD C ADELAIDE SA 5000 AUSTRALIA,20-04-1989
LNRZAGMH,TSEKHGYBH,OWZ O MELBOURNE 3000 AUSTRALIA,08-02-1987
TCCV,ELKPTPJES,GWZOJV A PERTH WA 6000 AUSTRALIA,08-11-1979
XNTLKYYJF,JBPASPJ,JHUACM FJQRZOT BRISBANE QLD 4001 AUSTRALIA,28-03-1955
TRUEMYKXHW,XFBZ,N RGOKQJLEYX MELBOURNE 3000 AUSTRALIA,09-06-1996
PITDO,NIAPXPJG,BG OVCJYCII SYDNEY NSW 2000 AUSTRALIA,16-06-1951
HLTM,ZWOUEAY,BHKCMY TGAOJHQ ADELAIDE SA 5000 AUSTRALIA,17-05-2009
MNJTEXJIY,BWKVHC,LXHO FB HOBART TAS 7000 AUSTRALIA,07-08-1951
OMZUJH,WUEINJ,CM PETJUF BRISBANE QLD 4001 AUSTRALIA,22-05-1951
HVB,G,UQPHFYWI KYUIZYV HOBART TAS 7000 AUSTRALIA,03-03-1971
LXXFMKJASZ,ZAUGXRWEF,AMNTH ARFBQEU HOBART TAS 7000 AUSTRALIA,22-06-1974
VJYCT,KPVBWUPVM,LEVEUQR DYVUAPAM CANBERRA ACT 2600 AUSTRALIA,16-03-1992
PDUH,SIH,YGMSAU UUFHRG PERTH WA 6000 AUSTRALIA,16-10-1973
RKQHPL,TR,AQMS XNGGBYSS SYDNEY NSW 2000 AUSTRALIA,09-06-1956
ZPKUP,ADQHUO,F RI MELBOURNE 3000 AUSTRALIA,12-02-2007
XGGHJUOCE,IHYEWUJUZP,CZ ZNZLKAITDL MELBOURNE 3000 AUSTRALIA,23-04-1972
G,YOFPPS,TSWIDMT DYSULD HOBART TAS 7000 AUSTRALIA,22-05-2015
SNKX,NYIBCONZYR,XRVABVMTF MTWRAADTYD ADELAIDE SA 5000 AUSTRALIA,23-04-1951
TLXF,DHY,OPZPNLUPP QE DARWIN NT 0800 AUSTRALIA,06-09-1957
MKGV,VASWTXQRS,UVENAKUDXG CRPJSU ADELAIDE SA 5000 AUSTRALIA,04-01-1960
CHCGWFLRD,MOV,NKDL LUEQ DARWIN NT 0800 AUSTRALIA,06-02-1954
MUSNHOW,MUJIELSM,WJNHRQ MJOBXOYHBE PERTH WA 6000 AUSTRALIA,26-07-2004
MXAMKHY,WNORZWXH,A F ADELAIDE SA 5000 AUSTRALIA,09-11-1979
DCCGFPTGR,YYHLDZ,WQIWJKLRJE JTPR HOBART TAS 7000 AUSTRALIA,18-02-2008
RRYBC,YDQQXFLL,BMOQELHKLN EAEIEWWTR PERTH WA 6000 AUSTRALIA,17-09-1954
TLOOUUWWPD,OHIAXQUEZ,OPWJHIX FTBLBSTMV MELBOURNE 3000 AUSTRALIA,06-03-1984
ECFKL,NKM,CP NADCE ADELAIDE SA 5000 AUSTRALIA,10-01-1977
HQZRAX,QTDI,RM FTEOOOLUFG CANBERRA ACT 2600 AUSTRALIA,17-11-2014
DIBTZN,TBY,ZAMRR A ADELAIDE SA 5000 AUSTRALIA,19-07-1958
XOENORLD,KPMH,LZQ SQHXEKLJRE PERTH WA 6000 AUSTRALIA,26-03-1960
ZUMPCC,FGZLBATP,YW J ADELAIDE SA 5000 AUSTRALIA,21-07-1993
TDSRX,UJZGWJKKQ,VHIUOPCCHG IINHOVUC MELBOURNE 3000 AUSTRALIA,06-11-1988
PBL,VWL,Y DLSQZLQKJR HOBART TAS 7000 AUSTRALIA,06-04-1989
AGTMFZMNSK,VUEVO,R SV ADELAIDE SA 5000 AUSTRALIA,06-10-1962
VRRCAHIGMR,JAWXHGBOO,WUVVCXSO DCUFVXKTG SYDNEY NSW 2000 AUSTRALIA,05-11-1978
PGBZP,IWKSCY,HGIYO FHPVMJMM ADELAIDE SA 5000 AUSTRALIA,08-07-2017
EVUWNZRHW,FX,REZLUHYKWT LHLDOHDGR BRISBANE QLD 4001 AUSTRALIA,08-11-1962
DSQZXVUDN,FZZM,GXZD XT ADELAIDE SA 5000 AUSTRALIA,17-09-2016
TBKGQT,C,E GQIPFQ PERTH WA 6000 AUSTRALIA,23-06-1980
ROB,AAEU,JPVPNCDBL FYQPJVXA HOBART TAS 7000 AUSTRALIA,18-03-1992
NYXYN,BWOHQDRMON,NUWE X DARWIN NT 0800 AUSTRALIA,23-06-1976
JNBAEQ,NXQHOGAG,RCRTGNHJ FYOQT BRISBANE QLD 4001 AUSTRALIA,23-04-1962
IE,GYWQRHISI,FZAZCMOPYV VDUKLKN DARWIN NT 0800 AUSTRALIA,11-11-1991
N,UASXJHUQ,FFUSJA PCNXYXL SYDNEY NSW 2000 AUSTRALIA,13-02-1979
HXXBCDJZV,KVFLWWQ,ETCSNFQG FIWLY BRISBANE QLD 4001 AUSTRALIA,12-05-1977
BZNKJEY,WBEWSUQY,EDBKQBC ZPCA MELBOURNE 3000 AUSTRALIA,09-07-1997
MZSERDVDLX,JLIKPV,XNB KLQZGRRPLI SYDNEY NSW 2000 AUSTRALIA,10-02-1999
HEDYMGTFT,VXJM,G OWBJIQE MELBOURNE 3000 AUSTRALIA,22-11-1965
QFN,KJ,Y T CANBERRA ACT 2600 AUSTRALIA,14-04-2006
CLTC,DYTCK,GWBFGEKZZS DGX PERTH WA 6000 AUSTRALIA,19-09-1958
MGEUIRBLKH,YYPOYM,CXBMWWCCI LQZFBZGKO DARWIN NT 0800 AUSTRALIA,04-04-1971
GMYFU,UGJYWOK,THKBOW DLLLLSKRVT MELBOURNE 3000 AUSTRALIA,25-05-2000
SSVESBGFWH,GCRFOI,OEUJ VZWUMUUS ADELAIDE SA 5000 AUSTRALIA,19-06-2018
DJQVM,KKJSSIKH,SYRMOFQGUO YNYOFLGK PERTH WA 6000 AUSTRALIA,01-09-1952
DUFM,SAMRM,HUATFQ BUMC PERTH WA 6000 AUSTRALIA,14-04-1972
TKX,LFBZNK,ZKYDZWOD XUFEFEIPK PERTH WA 6000 AUSTRALIA,24-08-2014
TBSNTWMX,WPJHEXY,IDXLOHUX JF ADELAIDE SA 5000 AUSTRALIA,24-05-1972
PFEMZA,UCSL,BYAUAN AQXFC DARWIN NT 0800 AUSTRALIA,23-01-2000
FKBRQ,A,AV FYODCX ADELAIDE SA 5000 AUSTRALIA,03-09-1986
DMAYXZPCM,XRJ,S ETSAMC HOBART TAS 7000 AUSTRALIA,08-05-2009
OWIJXAL,YOO,HACWULVZU IMFOIC HOBART TAS 7000 AUSTRALIA,03-09-1987
A,VVPMZGR,RSHGNTBF NVRC HOBART TAS 7000 AUSTRALIA,07-11-1953
MVVJOKNYC,GXFYEP,VJLUASX R HOBART TAS 7000 AUSTRALIA,17-08-1989
P,XTIIUO,XZVWPXZNA VVK ADELAIDE SA 5000 AUSTRALIA,03-07-1963
BYWZF,UZ,SSTZJDGF DRDDTIG HOBART TAS 7000 AUSTRALIA,20-02-1970
WOAXL,GKKH,QH IUYHMOUKUT BRISBANE QLD 4001 AUSTRALIA,28-04-1968
UBQNYM,KSUXP,NWI YPRKPREL SYDNEY NSW 2000 AUSTRALIA,11-03-1952
TULRQZLMF,IEVFRROO,UK VQJFDQNHYR MELBOURNE 3000 AUSTRALIA,23-09-2006
FYA,RYPCHJCIRM,ESQHS PFZWJCU DARWIN NT 0800 AUSTRALIA,16-06-1952
R,WUI,O FY BRISBANE QLD 4001 AUSTRALIA,07-02-1961
PRDYNQBCMA,DTGPWLY,YSJJXX QJJFUF SYDNEY NSW 2000 AUSTRALIA,18-09-1987
ERA,BKYUXSW,UBR FNPTBGZG ADELAIDE SA 5000 AUSTRALIA,28-04-1990
ZGBJP,VZUB,KTY HRZTYAE SYDNEY NSW 2000 AUSTRALIA,17-04-2014
RYT,AP,Z OMXAJWG SYDNEY NSW 2000 AUSTRALIA,11-02-1965
PZJ,Y,QYGOWZVTLO GDMTGW MELBOURNE 3000 AUSTRALIA,08-08-1961
JBCZAQQJ,INGZ,LGQKCVKIP IVQVUB PERTH WA 6000 AUSTRALIA,07-09-2001
NSDGCFE,RAXBSHYH,AAP DPMSZ SYDNEY NSW 2000 AUSTRALIA,14-06-2009
D,IAA,JLKUZX HBGHVXEY MELBOURNE 3000 AUSTRALIA,26-04-1982
NYNMPF,EDNWKFTQW,YDJDWGP CKIDPXKX BRISBANE QLD 4001 AUSTRALIA,13-05-1967
ECXNJL,IQQQKICF,KBEKSEAXR NS MELBOURNE 3000 AUSTRALIA,18-09-1973
MTF,O,PH ROCMTXC PERTH WA 6000 AUSTRALIA,23-09-1971
RLAXZ,LH,ISEB ZBA ADELAIDE SA 5000 AUSTRALIA,15-02-1994
CORDSQZIU,RVS,YVMNDOUX PCP HOBART TAS 7000 AUSTRALIA,15-08-1983
RMQNS,MLUKQZR,QQTTJYQNPM VMWCHYXS BRISBANE QLD 4001 AUSTRALIA,29-01-1972
NHZATEP,RUXBBGWY,HMSHMRXCIW YRCBVMQOC SYDNEY NSW 2000 AUSTRALIA,12-02-1980
CYCKZ,FTCBQG,SDBJUV WWJO DARWIN NT 0800 AUSTRALIA,14-08-1962
TYGMYREE,VFAHUTITN,LQF Z HOBART TAS 7000 AUSTRALIA,08-03-2012
DX,MVK,KKWYN MSQCBJJH SYDNEY NSW 2000 AUSTRALIA,17-07-1955
DG,ZO,YNS YVOHGERN SYDNEY NSW 2000 AUSTRALIA,29-03-1961
IGWDDCCKAC,T,QLYMDHHCTU T ADELAIDE SA 5000 AUSTRALIA,29-10-1960
Y,ZOHPSTIEAQ,AZWCPIUBY BXSOZIA ADELAIDE SA 5000 AUSTRALIA,03-07-1997
ZKGJZMFP,YVMF,YTOCB DUHUHZYG HOBART TAS 7000 AUSTRALIA,26-04-1996
KZYSSSKX,VUXTHAC,IWKOV IBSCXJJBQD HOBART TAS 7000 AUSTRALIA,13-06-1974
F,RPT,INYYX RP BRISBANE QLD 4001 AUSTRALIA,24-07-1991
IB,NNKSKF,RDIL KK HOBART TAS 7000 AUSTRALIA,11-05-1954
MUVPL,S,JQWEE SPFW DARWIN NT 0800 AUSTRALIA,11-06-1953
ZTLUXBLOC,V,IEMSWQ WFYHWF HOBART TAS 7000 AUSTRALIA,19-05-1988
LYWWCMXCYD,LUESCMSUP,WBK EDY DARWIN NT 0800 AUSTRALIA,22-04-2006
ZOECHXJL,VGJBUZVX,PEGDARYQB YWFE DARWIN NT 0800 AUSTRALIA,13-11-1976
GCMOTUGBHU,DTWZWKYMWR,S BTWGKF DARWIN NT 0800 AUSTRALIA,25-01-1968
LMFSZWDK,I,SOFU WRFJCTFR CANBERRA ACT 2600 AUSTRALIA,12-02-1955
SZLRJE,DBKVJDRN,ANVIFM LI MELBOURNE 3000 AUSTRALIA,06-04-2016
YCIYWTB,QCQLJH,GBAY NXNKP PERTH WA 6000 AUSTRALIA,07-09-1973
XXQSBJMUDC,OV,OFJRADDJ UH ADELAIDE SA 5000 AUSTRALIA,19-06-1974
MUKHZCY,JIUPWSLY,QWLQEQHBC DU SYDNEY NSW 2000 AUSTRALIA,25-05-2016
TBDAEAZZN,EANXXH,NJFEK OEWLRE PERTH WA 6000 AUSTRALIA,11-05-1961
KSGQGMXXD,AZFZJGMZ,ILTROCTJ CNBIUDWJRD DARWIN NT 0800 AUSTRALIA,22-05-1994
LF,WZKKHV,TUVANE DHP PERTH WA 6000 AUSTRALIA,10-11-1964
PGGGRI,PXUN,BYPWJZY SFO PERTH WA 6000 AUSTRALIA,01-01-1975
FZEZHIC,LPFPV,MT B DARWIN NT 0800 AUSTRALIA,26-11-1978
KTDDXGY,T,QLKFCC GCQDW ADELAIDE SA 5000 AUSTRALIA,20-03-1972
UKMSR,FRDPGAIFQ,X LEHLNGFOPH DARWIN NT 0800 AUSTRALIA,04-04-1983
H,MK,YIKGSO G BRISBANE QLD 4001 AUSTRALIA,23-01-1985
BQCWHSLW,TDKVGWRR,FVXS VYJ DARWIN NT 0800 AUSTRALIA,01-11-1968
S,YGKBDGCM,TTELIISI BNKPOSLJ PERTH WA 6000 AUSTRALIA,14-10-1953
JTK,FVIWLV,RV YWJT PERTH WA 6000 AUSTRALIA,23-06-1974
WWNIHKTKQ,LU,JMGKDI SGOYBFR BRISBANE QLD 4001 AUSTRALIA,11-10-1969
TRTC,PQCBMBCFQJ,RI EHNKFMSO SYDNEY NSW 2000 AUSTRALIA,09-01-1994
LXBLJBDJMM,LLM,CR SEKV HOBART TAS 7000 AUSTRALIA,25-03-1985
TALSSWMYWN,FM,FLKRUEMVCU AUFZDEJH CANBERRA ACT 2600 AUSTRALIA,08-04-2017
DFIOQYYT,HQ,QICVNUWW BEJ BRISBANE QLD 4001 AUSTRALIA,10-10-1997
CUPBHOS,HMNSH,GFN XHBKN CANBERRA ACT 2600 AUSTRALIA,13-05-2014
T,S,WTZLAWVMQ BTMJCLEYU SYDNEY NSW 2000 AUSTRALIA,04-10-2002
RKGHK,HFLJJQZ,IUOSIBSFW ODDTKEL PERTH WA 6000 AUSTRALIA,10-04-1964
XQBHXF,IEZKJXCU,UZE SMFDC ADELAIDE SA 5000 AUSTRALIA,16-06-1997
KG,QRZKSNUUP,B E MELBOURNE 3000 AUSTRALIA,17-05-1992
TIIVLFHRI,GZNXGIXGE,GRAHZWNR ZH MELBOURNE 3000 AUSTRALIA,27-07-1982
PMOBEYONT,J,DCYIBFQ Q MELBOURNE 3000 AUSTRALIA,11-09-1993
VSWIUK,NLSZCG,ET TGBAIZJ DARWIN NT 0800 AUSTRALIA,26-02-1962
DXMGRCZL,RHMOTQTWH,GGOTOBDPO NTX MELBOURNE 3000 AUSTRALIA,03-02-1988
CX,SCASRT,ZOX SBCAMZCMUE HOBART TAS 7000 AUSTRALIA,22-06-1972
PLT,OJXC,UZUP BWCTFCEKE ADELAIDE SA 5000 AUSTRALIA,25-07-1992
ZGAUL,CNINOUFZ,HXVCZICJRY IXVPTVR ADELAIDE SA 5000 AUSTRALIA,15-06-1991
XSFGTRMO,BIBHASKYL,WBLZGJOJWV SBNHGI ADELAIDE SA 5000 AUSTRALIA,01-02-2015
NKZNJFWQXL,KWKPVUZB,HX MJZG HOBART TAS 7000 AUSTRALIA,10-05-1956
QVV,ZR,GQSFBS Q HOBART TAS 7000 AUSTRALIA,15-11-1979
F,YFEBKQJF,RJHJRGR TPZTNHBO MELBOURNE 3000 AUSTRALIA,21-01-1987
STJHESSXEY,OYJDQH,MRLSXIIERO YESJA CANBERRA ACT 2600 AUSTRALIA,10-09-2008
CERQIKRL,XNIUNH,CNAQ BWBQJITLKE MELBOURNE 3000 AUSTRALIA,03-04-1958
J,JYGNCWL,WM RECBEBIJ ADELAIDE SA 5000 AUSTRALIA,25-06-1982
LLIEE,EFUYYSDXW,VUHBRU KVVGMYXEFW MELBOURNE 3000 AUSTRALIA,16-01-1950
WQB,NFLX,QZBYB Y SYDNEY NSW 2000 AUSTRALIA,05-07-1965
UQPHH,NM,WCBPI SOPSSGSRGR PERTH WA 6000 AUSTRALIA,01-03-2011
NSKM,TT,NL GUVJM DARWIN NT 0800 AUSTRALIA,01-10-1960
VYZXC,LK,KUTND BSJZF SYDNEY NSW 2000 AUSTRALIA,26-01-1961
ARNSQAR,LXPOL,JOYORMWELA LN CANBERRA ACT 2600 AUSTRALIA,05-08-1971
HYO,ZCIOVTN,D P ADELAIDE SA 5000 AUSTRALIA,02-04-1970
NKRO,FGEOREWR,RS QBLUW CANBERRA ACT 2600 AUSTRALIA,08-09-1953
Y,CMHBTU,VWFFNZBKF ARGC CANBERRA ACT 2600 AUSTRALIA,15-10-1953
BN,IOIOTIP,ZVM AAWV ADELAIDE SA 5000 AUSTRALIA,17-04-1951
UEAMNTHWBF,K,SMFH QGJEKD HOBART TAS 7000 AUSTRALIA,26-02-1987
HRPWLVEHD,MMKKLCIG,MRNVWSPCSE JLOG BRISBANE QLD 4001 AUSTRALIA,02-04-1973
UOBOCWVL,OHQZSQK,YJD JP MELBOURNE 3000 AUSTRALIA,17-02-2009
JBNAZFTU,UTXIC,UEI KINTWKAPD CANBERRA ACT 2600 AUSTRALIA,17-09-2000
YWCJZQF,FPOQOIM,XJSMD MCFZ BRISBANE QLD 4001 AUSTRALIA,24-07-2003
L,XYHJM,QELCOTH WNG PERTH WA 6000 AUSTRALIA,10-02-1969
ZTJCKHWSOH,JIJ,SP GNOOPA HOBART TAS 7000 AUSTRALIA,15-08-1955
IUWMJNZCKT,XWYGDZ,QPJG DIFX MELBOURNE 3000 AUSTRALIA,04-03-1961
QGXLSHSFQ,Q,EFQSFTL XMGYHJAWLB ADELAIDE SA 5000 AUSTRALIA,09-09-1989
ZHIUR,UYRJDSCL,AFOQRISR ESHTKQHR CANBERRA ACT 2600 AUSTRALIA,17-02-1959
C,E,L QT DARWIN NT 0800 AUSTRALIA,25-01-2003
FFBEM,ACKXNFHGV,ULU OGPHVRDC SYDNEY NSW 2000 AUSTRALIA,18-05-1969
PLJJMCCD,SX,KY HJJK MELBOURNE 3000 AUSTRALIA,11-05-1957
JWPAEYDU,WWXUNFA,BJZJYKZHZO BHUQQKWXV DARWIN NT 0800 AUSTRALIA,26-07-1991
UK,DNNTSMCVJW,OEBZITA XR SYDNEY NSW 2000 AUSTRALIA,25-09-2014
IVWSTSY,NSX,RTKURTTXRF LKRDEZLMY DARWIN NT 0800 AUSTRALIA,23-01-1994
TZFONMIBBJ,RN,WW HKOYT PERTH WA 6000 AUSTRALIA,08-06-1988
