first_name,last_name,address,date_of_birth
NFOUXP,EDSUWJEAP,JAWTPVMF RTH SYDNEY NSW 2000 AUSTRALIA,20-04-1983
AHF,TBFE,MBXGSVHLJ ETYSLYA SYDNEY NSW 2000 AUSTRALIA,01-05-2018
KEMBFSBDX,EBYLBO,WZJMX NQQVR HOBART TAS 7000 AUSTRALIA,12-08-1980
B,BOWF,DO CL PERTH WA 6000 AUSTRALIA,04-09-2014
RGDUFYPN,H,LPFADVGO TDQTR BRISBANE QLD 4001 AUSTRALIA,22-11-1969
BRLFRHUN,RRVWLMYUVP,OIWLOP DQOOUE SYDNEY NSW 2000 AUSTRALIA,16-07-1971
PPHKJF,ICCOI,TAJ HHQXCQWRZE MELBOURNE 3000 AUSTRALIA,05-03-1975
MQWBMKZD,PF,HWLVBCOWE CTQID PERTH WA 6000 AUSTRALIA,05-08-2012
IJZGCMVK,OWILRU,IPLJCOV MPWCYP DARWIN NT 0800 AUSTRALIA,07-03-1982
HRPOQ,YSEU,SUTOJZHQSO O MELBOURNE 3000 AUSTRALIA,21-08-1974
N,WARSYPS,C KJDGTGJ SYDNEY NSW 2000 AUSTRALIA,18-08-1978
PEORAWBS,ESLAHVOG,VPEBKDKZSH J MELBOURNE 3000 AUSTRALIA,27-02-1997
I,USEPGDR,OPVHZOXWMA HQCF HOBART TAS 7000 AUSTRALIA,03-06-1966
XKS,LEG,ARV FNXRW PERTH WA 6000 AUSTRALIA,10-08-2013
AO,OZKTSBKM,XJDGW BWQWE PERTH WA 6000 AUSTRALIA,13-08-1995
ZCPDY,EEWZUE,RORLNII IEUULCTWVC MELBOURNE 3000 AUSTRALIA,23-01-1961
M,EHUNRIYJ,PZST HYHK HOBART TAS 7000 AUSTRALIA,21-10-1953
ETZNRYXHGF,NUITC,UJU DCYX HOBART TAS 7000 AUSTRALIA,21-06-1995
WBSGKGBY,UOONLYTFD,X JUN PERTH WA 6000 AUSTRALIA,06-08-2016
GRZFYNGG,YTXULR,BCSXDZYM LKPYJ BRISBANE QLD 4001 AUSTRALIA,15-07-1996
F,PSO,OUIU GPJCUKU CANBERRA ACT 2600 AUSTRALIA,21-07-2001
DEVMCIWK,WEDPPFYRMH,VJZS ZQPYGKRN HOBART TAS 7000 AUSTRALIA,23-01-2016
BHUNP,KIMQJUE,RDIFUMLLN AHLXFLZGGV DARWIN NT 0800 AUSTRALIA,09-08-1990
WYMPRJTG,HIGHCTAU,IOU NKFEFAC BRISBANE QLD 4001 AUSTRALIA,20-10-1960
HSFGCN,FDREORCFS,DN DE DARWIN NT 0800 AUSTRALIA,28-10-1976
AGLFIOFUCX,G,OQMM LZ MELBOURNE 3000 AUSTRALIA,25-04-1980
PM,F,UIMWIHBTNR JLMUXDBT PERTH WA 6000 AUSTRALIA,15-08-1970
OSZJYT,SARZBEOGKO,T X HOBART TAS 7000 AUSTRALIA,15-11-1958
PYZHJEML,JP,LZ DUXLNUMIB PERTH WA 6000 AUSTRALIA,11-04-1993
ZYW,RL,PSIRN RBKPAZ SYDNEY NSW 2000 AUSTRALIA,15-11-1959
EVRBC,QHU,KIKY PTKS DARWIN NT 0800 AUSTRALIA,07-06-1969
FGH,S,PZJADWK KEB SYDNEY NSW 2000 AUSTRALIA,16-05-1993
OCNVDUR,DTVCPNEOYD,LLN DCQ ADELAIDE SA 5000 AUSTRALIA,10-03-2018
REUU,RWRIDGJKH,FZFBS HYKVUYMC CANBERRA ACT 2600 AUSTRALIA,09-01-1993
HZED,YM,RPXO YYFA HOBART TAS 7000 AUSTRALIA,19-09-1975
IOHUEMEY,O,UV OHZZD SYDNEY NSW 2000 AUSTRALIA,10-09-2016
Z,JKRFRQYCTN,FVIATVFNH UHUS DARWIN NT 0800 AUSTRALIA,27-07-1964
YI,KXOIWYH,ZM JUKPUTPPHB DARWIN NT 0800 AUSTRALIA,12-10-1997
MJAD,B,VNM MXV PERTH WA 6000 AUSTRALIA,02-10-1954
HOUY,PXRWEEAT,K ERGHFMBWKQ HOBART TAS 7000 AUSTRALIA,10-01-2010
AKIYNZXBI,OYE,DJZUR XVIYGADWG DARWIN NT 0800 AUSTRALIA,13-09-1967
DGMJBII,JUUEIXT,KTIXIZTN QLWWGY BRISBANE QLD 4001 AUSTRALIA,04-10-2001
SUJMHA,QRGPV,JMG ZQB CANBERRA ACT 2600 AUSTRALIA,12-11-1958
XACRQ,EDCT,PAVHPM F ADELAIDE SA 5000 AUSTRALIA,18-05-1975
SWNBAGAG,OBNPQ,R VMMXMR HOBART TAS 7000 AUSTRALIA,10-03-1954
P,IHGUDKE,SBLU UWLZDYN MELBOURNE 3000 AUSTRALIA,17-01-1962
ONNOGWPXZ,RPE,TXUTGNXCBD P ADELAIDE SA 5000 AUSTRALIA,25-03-1975
WZRLV,OHJMN,ZONIHTSQ BXZS DARWIN NT 0800 AUSTRALIA,14-07-2002
TIAYTIHC,DURSJNLA,PUOOLJKMBA VWM SYDNEY NSW 2000 AUSTRALIA,01-10-1994
DOIKFQEZNG,XEGRPPM,YS DVHFL CANBERRA ACT 2600 AUSTRALIA,01-08-1991
TDISAHAMBG,QJZQPAXDTB,J SHEEHEQCTH SYDNEY NSW 2000 AUSTRALIA,10-09-1998
VI,HUADZ,DECKMHRU WLDPB CANBERRA ACT 2600 AUSTRALIA,05-05-1954
GXHIGOUOKY,ALSUOVLIF,QUWAVK MHCS ADELAIDE SA 5000 AUSTRALIA,17-03-2006
BPAZR,XZTXSW,SWONGCMVG DRSNP BRISBANE QLD 4001 AUSTRALIA,23-11-1953
YUSCY,WXIBNKEV,XUWMMDGOZH C HOBART TAS 7000 AUSTRALIA,15-08-2017
KJLV,ZSA,M L ADELAIDE SA 5000 AUSTRALIA,08-08-1961
XIKQRCR,LROV,CATHOZLD KKPSGV PERTH WA 6000 AUSTRALIA,27-10-1989
LRKBQJCA,M,IWAJQHG J BRISBANE QLD 4001 AUSTRALIA,11-11-1969
EDC,N,BX ABIO DARWIN NT 0800 AUSTRALIA,27-09-1970
IREAVHNZ,ZCWTDD,MCVEQHPJED FUOQRRXWSJ DARWIN NT 0800 AUSTRALIA,12-02-2016
YTC,KRDV,YOH QB PERTH WA 6000 AUSTRALIA,23-01-1998
SXV,LUB,ZGKJTM CUXYKY CANBERRA ACT 2600 AUSTRALIA,10-11-1971
ONKZR,AIXLDFOYH,AV HMRZBRJM ADELAIDE SA 5000 AUSTRALIA,14-01-1970
O,IPBSBBD,FPTSRAI GRMXNL HOBART TAS 7000 AUSTRALIA,23-06-1983
EWOFQEYCSD,OQFSHBKH,FA VXF BRISBANE QLD 4001 AUSTRALIA,01-08-1999
NVCRITEZM,N,DM TCTXEIB MELBOURNE 3000 AUSTRALIA,10-06-1971
JHD,AJHWEFJOAR,AWSSEVYF LFWF HOBART TAS 7000 AUSTRALIA,08-08-1959
YSIKM,YF,CDZAJTA MUC DARWIN NT 0800 AUSTRALIA,01-02-2011
GQYZHH,EPGIT,NRNO NQ HOBART TAS 7000 AUSTRALIA,21-09-2011
UQBYZZS,PVJYJOF,MYAHVZI ORDOG ADELAIDE SA 5000 AUSTRALIA,26-04-1955
GMFJFREU,DCJ,YSTFFKVN F DARWIN NT 0800 AUSTRALIA,17-05-1987
DXKWGMLGXB,YJSKIXNSC,XZAHA UPBOO DARWIN NT 0800 AUSTRALIA,08-02-1954
JVRO,SX,RNQAB PDENMOYF HOBART TAS 7000 AUSTRALIA,16-11-1989
RSZ,GOJUILLXRK,YEGZLR CMTGARAME ADELAIDE SA 5000 AUSTRALIA,24-04-2005
OE,Z,SUXZNQ BVMQXEM ADELAIDE SA 5000 AUSTRALIA,02-03-1958
RTITJLPOZ,F,QNPVQ SNY HOBART TAS 7000 AUSTRALIA,24-07-2005
OUPDIPIJ,FMCZT,YHAIOW AYTZAJKIF DARWIN NT 0800 AUSTRALIA,24-04-2017
BLTXRNXHJC,N,XCHSDCD ZCP DARWIN NT 0800 AUSTRALIA,07-09-1983
OTSFN,JPMXRKXO,OZGVCH ZH MELBOURNE 3000 AUSTRALIA,20-10-1960
NNRAUDR,ZDMBEQOSM,EZEVFQU BYECM ADELAIDE SA 5000 AUSTRALIA,29-03-1952
ZYS,FJSD,NWV HVKMCJHRX BRISBANE QLD 4001 AUSTRALIA,20-07-1993
WEDPTN,GCGPZRJUS,ZTKQ WFMK SYDNEY NSW 2000 AUSTRALIA,04-07-2008
CXQHWSDBII,IM,SVJTLB JHL ADELAIDE SA 5000 AUSTRALIA,23-06-2003
YGDY,BVYHMNWYS,VJGFSYWV CKQKXZKGZI MELBOURNE 3000 AUSTRALIA,03-01-2003
P,J,KW EMD MELBOURNE 3000 AUSTRALIA,14-08-1960
TBXVWMO,P,AMA LRKCZY HOBART TAS 7000 AUSTRALIA,06-06-1977
FAAT,H,HOBJQ WOO PERTH WA 6000 AUSTRALIA,02-10-1989
Y,ZV,BKP OQFSQUML DARWIN NT 0800 AUSTRALIA,24-03-1984
QBAVJSAHZ,J,JJJNRT S BRISBANE QLD 4001 AUSTRALIA,01-03-1968
KCXKI,ZCUH,TUHCXVEI D BRISBANE QLD 4001 AUSTRALIA,18-07-1953
VNVZTZHOJ,DGMVEZ,FSULYZBD EDSBJQAV DARWIN NT 0800 AUSTRALIA,07-02-2018
AHYEIJLZO,VCYGAXWUW,RWF AZOXPR MELBOURNE 3000 AUSTRALIA,10-03-1962
ARE,NQZMWKAK,MVNNTMYCVK NBPZVQ HOBART TAS 7000 AUSTRALIA,11-09-1956
TKBO,X,DFZUFKK REWCK SYDNEY NSW 2000 AUSTRALIA,15-09-1995
DHMZBDZ,LLUFPRB,WWHBB WLXQQ BRISBANE QLD 4001 AUSTRALIA,05-04-1952
DGGQLNMB,NOUTLLLZ,MBMXA WRWRCFMG CANBERRA ACT 2600 AUSTRALIA,23-10-1994
QW,FDGOUEX,ZKZWYEVLC AR MELBOURNE 3000 AUSTRALIA,25-10-1979
ENLOWV,MYXJRX,UR TERMXACERU PERTH WA 6000 AUSTRALIA,09-07-1975
KWRW,XBUL,TH GGBADIMU CANBERRA ACT 2600 AUSTRALIA,01-02-2007
V,PAMRBQCMNF,NATDQHA YHOEIFRWJW BRISBANE QLD 4001 AUSTRALIA,09-02-1952
QFCSL,LNOE,LNMM ERH HOBART TAS 7000 AUSTRALIA,03-06-1997
TWWZSKKQM,MNGCURWXR,EHDYCLFBN JLIEUF PERTH WA 6000 AUSTRALIA,28-01-1981
T,KRDIACGNWP,DJAMGX NCOO BRISBANE QLD 4001 AUSTRALIA,18-11-1957
DDDWX,L,HKVILRKCWK RYK DARWIN NT 0800 AUSTRALIA,25-07-1981
G,I,CJDZX GI BRISBANE QLD 4001 AUSTRALIA,19-07-1987
BQF,TDG,O B DARWIN NT 0800 AUSTRALIA,19-06-1975
BEVNWQGRYH,RYTXJOHX,X FIYW HOBART TAS 7000 AUSTRALIA,08-03-2009
ABIY,BINZDB,HXDU LU CANBERRA ACT 2600 AUSTRALIA,20-09-1973
UIXHQTREN,DEGZQJZRG,QYVVJROYF GKB BRISBANE QLD 4001 AUSTRALIA,16-03-1980
RX,QUC,ZXZAIAYXN DQLURVZ BRISBANE QLD 4001 AUSTRALIA,08-11-1976
FCITUKBUNZ,SA,UKKOTAQKFV G HOBART TAS 7000 AUSTRALIA,18-08-1976
SGJU,BWZRSJWZK,FIF S PERTH WA 6000 AUSTRALIA,14-09-1965
YZOFJYDKI,ORPIT,AVVEUGPRYO K ADELAIDE SA 5000 AUSTRALIA,11-09-1968
MJOREOGS,AUNGAPS,NZIWQSYB XGFOI CANBERRA ACT 2600 AUSTRALIA,05-06-1981
BSPB,PHJ,URHEVHPL CQFQ CANBERRA ACT 2600 AUSTRALIA,19-11-1965
KNWBY,HKUPY,VZFYZWNP UEDEJHHIJ PERTH WA 6000 AUSTRALIA,11-04-2010
QDMPTKG,VAUPTQ,JICF LYIPW CANBERRA ACT 2600 AUSTRALIA,12-01-2000
LT,IWTYBBDJS,RQJAGMORI PZBFQCK HOBART TAS 7000 AUSTRALIA,27-09-1987
PNM,HQMLS,AAEUE VY MELBOURNE 3000 AUSTRALIA,26-02-1952
PRZ,UUAQFKWQG,KHSQV YEDUEZFTE HOBART TAS 7000 AUSTRALIA,14-10-1966
JGZ,ES,CPAECVQDW KZRF CANBERRA ACT 2600 AUSTRALIA,08-09-1955
PJQJJBM,EYCNEQJR,QEDINJFKUD DUWFBOT SYDNEY NSW 2000 AUSTRALIA,06-01-1994
VOPGSPNMW,EZT,YCMUR IKJDBP DARWIN NT 0800 AUSTRALIA,01-03-2004
YRI,LUYFK,FTEIUHLGI MTF DARWIN NT 0800 AUSTRALIA,05-08-1964
NABUQG,Q,BF SFSVPOXXD ADELAIDE SA 5000 AUSTRALIA,23-07-1966
OR,I,Y RTRRE PERTH WA 6000 AUSTRALIA,27-11-2003
WIQS,MIUKRKDAU,TRQHRUOOWX UZAVEVJ BRISBANE QLD 4001 AUSTRALIA,13-02-1962
NLDQU,DSPANGI,WUQLXIWGW RQNWMBERYV DARWIN NT 0800 AUSTRALIA,19-05-2013
NXZWGZLNDU,TEJBTLQTD,EFBHLOC VPPBIF DARWIN NT 0800 AUSTRALIA,21-02-2003
HXA,NMETTGU,US JGC HOBART TAS 7000 AUSTRALIA,24-05-1970
YBLQAHPJXA,AB,QRTOIY EUSHRBJYXN PERTH WA 6000 AUSTRALIA,13-09-2005
SJSA,TMDH,UHHQOBE VPNKGPS PERTH WA 6000 AUSTRALIA,23-04-1986
LNX,BLCBWGNO,SVG RDDN CANBERRA ACT 2600 AUSTRALIA,04-10-1997
XLBC,BRFLM,UZMFRJ OIGDA BRISBANE QLD 4001 AUSTRALIA,28-02-1959
UZKLUXBRUE,XSMAQJA,BZIHYWDNJ IRFR CANBERRA ACT 2600 AUSTRALIA,28-03-2014
ZUAFS,PZ,UQAAHNRVR WCCL MELBOURNE 3000 AUSTRALIA,20-01-1983
T,ABRUYFH,IIXTAQEWQD MKDKSMS SYDNEY NSW 2000 AUSTRALIA,25-02-1989
AJNCNTBWJE,XSACADC,TOWGZXBDPQ NFIMHKCEKQ ADELAIDE SA 5000 AUSTRALIA,09-01-1952
MCWCB,HKEBBHLO,RT MQ HOBART TAS 7000 AUSTRALIA,14-05-1957
ECRMWWUV,YLWSXNXRQC,IPDOT JF CANBERRA ACT 2600 AUSTRALIA,02-02-1988
AVLP,RKDLTCWSF,N HR SYDNEY NSW 2000 AUSTRALIA,07-05-1980
YO,MCHN,NUNMDCIQY AFZZOZNHI ADELAIDE SA 5000 AUSTRALIA,17-11-1959
GTNAGZDPJM,UOXVVXYIYX,DXSKG YSFDL PERTH WA 6000 AUSTRALIA,22-06-1997
TEPTYDJT,VO,RP RWDSSXJW SYDNEY NSW 2000 AUSTRALIA,02-02-1992
EJOAQDFGRL,OQAYJNIDI,ZEOAWTH ABU DARWIN NT 0800 AUSTRALIA,29-01-1995
NURUDBCN,WKZW,YHQSZMPZJ GPHWM SYDNEY NSW 2000 AUSTRALIA,17-01-1952
XSCHKOAK,RUFCXL,JRGPZPLIO JD BRISBANE QLD 4001 AUSTRALIA,04-04-1990
AWAHDFHLA,C,TFXLO HFZIU SYDNEY NSW 2000 AUSTRALIA,02-11-2013
APYLMONSPZ,PLVFGD,HZFZZNCS W ADELAIDE SA 5000 AUSTRALIA,24-01-1991
GRXLJJTXOI,LYJUOW,JXREAAPD IIKUTAPYBS SYDNEY NSW 2000 AUSTRALIA,12-07-1997
MKTHEZYOF,NPVINOVD,ZDII QJM DARWIN NT 0800 AUSTRALIA,09-08-1999
HKBLJ,YLKIDMVSX,VIF PEOTYRFKK CANBERRA ACT 2600 AUSTRALIA,25-02-2011
XEXIS,WIPXPMPGW,KZIZ DQ PERTH WA 6000 AUSTRALIA,28-03-2003
EPGCVJPOII,NLIRP,EWGCWBPVKW SCURUFGC ADELAIDE SA 5000 AUSTRALIA,29-10-1991
KTVUPK,GCYLXKEG,AAU FYJP PERTH WA 6000 AUSTRALIA,15-06-1982
LBJFMJXV,IXUDTFUMEY,VPVC HKIKNJKJ CANBERRA ACT 2600 AUSTRALIA,03-04-1966
WNAMWE,QNAJF,OEFWLQ DY BRISBANE QLD 4001 AUSTRALIA,28-06-1997
WTDKAR,UNU,GLOWUBK N MELBOURNE 3000 AUSTRALIA,10-07-2008
MCPSBDPEMI,XQ,YRXH MTDVI ADELAIDE SA 5000 AUSTRALIA,25-04-1975
IOLHIPMREB,X,QYZJU KVCTE CANBERRA ACT 2600 AUSTRALIA,21-11-2016
VFN,BXI,ELWKEEOJSK T SYDNEY NSW 2000 AUSTRALIA,20-01-1990
PITI,CTYZIO,IALNDEH ISCZ ADELAIDE SA 5000 AUSTRALIA,08-10-1983
TGW,KYUL,HEQIX MV ADELAIDE SA 5000 AUSTRALIA,20-03-2000
XNZZJJIFZ,HQHFEHKQ,DIZKSSN FSKKF DARWIN NT 0800 AUSTRALIA,18-07-1982
ZZ,VTTIBM,QYQGZQSF GPJGI PERTH WA 6000 AUSTRALIA,29-07-1993
SHQFZNQ,NV,Y PUUAYSYFIO MELBOURNE 3000 AUSTRALIA,16-06-2005
FHFUVLH,APK,CESBQSKT VBMEDSE MELBOURNE 3000 AUSTRALIA,22-01-1952
HBWPCLPYW,WMD,RETGTAEPBY J SYDNEY NSW 2000 AUSTRALIA,13-06-2011
WFSAKG,P,YX J ADELAIDE SA 5000 AUSTRALIA,01-04-2017
MSLVLUN,UHLLDMV,GLJOM BUIAUKZQFB SYDNEY NSW 2000 AUSTRALIA,18-08-1982
W,OWKQ,ARDCBSCP Y MELBOURNE 3000 AUSTRALIA,17-10-1969
NDXQXQCJFO,DCESWMR,WCJ WGGV PERTH WA 6000 AUSTRALIA,13-02-1964
FV,CTY,PQDMTTWEIM HQNSLFUQL CANBERRA ACT 2600 AUSTRALIA,04-04-1960
J,Y,YHAWE QGUAN ADELAIDE SA 5000 AUSTRALIA,05-08-2005
FVLSGXMLXD,QIBPBYI,NO TA ADELAIDE SA 5000 AUSTRALIA,09-06-2016
XV,NIQO,WEVQG IJ HOBART TAS 7000 AUSTRALIA,08-04-2008
C,BBRXWFOYOQ,PFNLTKQC I BRISBANE QLD 4001 AUSTRALIA,02-04-1970
LJYHJ,ZTM,BAHJNQ SVOBISF CANBERRA ACT 2600 AUSTRALIA,14-09-1968
VQWFEPAS,IRVB,QS NDREBVF SYDNEY NSW 2000 AUSTRALIA,14-04-2012
KBC,XL,VYQWRKRZA CHKZ ADELAIDE SA 5000 AUSTRALIA,19-08-1993
ST,QHLWDVVEF,DXTIQLWITJ UTVQRQH PERTH WA 6000 AUSTRALIA,10-08-1979
PIBZNT,NELK,XWI SSJQEN MELBOURNE 3000 AUSTRALIA,04-09-1954
JLDZEHENB,EEBKHTT,EVFPTQLXD RNOTZZMKS PERTH WA 6000 AUSTRALIA,27-06-2007
J,MPSKPTMUSE,CEALF EWPYATGXBB SYDNEY NSW 2000 AUSTRALIA,08-01-2017
SINVHPN,DNANMFNTJ,MSXYV KOLIZ DARWIN NT 0800 AUSTRALIA,13-04-1980
GIKTQTC,BHPZ,WDEWW JULOFPK PERTH WA 6000 AUSTRALIA,24-06-2009
OKU,OKZBP,ITXX ME SYDNEY NSW 2000 AUSTRALIA,10-02-2011
XQ,ESJRTEUIK,LCAVXXGEO XZGUSWIA HOBART TAS 7000 AUSTRALIA,06-09-1972
ENFO,UKNPKCPFDD,V PQLAKJIOFY HOBART TAS 7000 AUSTRALIA,02-02-2003
SOBNKCB,CIPC,MN LMMIJR MELBOURNE 3000 AUSTRALIA,13-02-2014
XW,MBTWRUGBOW,TGYYC ZKL BRISBANE QLD 4001 AUSTRALIA,27-02-2014
ZDP,JZFVIDSOZ,AM BXB BRISBANE QLD 4001 AUSTRALIA,29-08-1978
DIHIW,F,TWBHXCCE NR SYDNEY NSW 2000 AUSTRALIA,28-05-1974
FJ,RM,AZXN YSM HOBART TAS 7000 AUSTRALIA,11-03-1969
YNXPMIUKWQ,FSFN,BXKIH XD MELBOURNE 3000 AUSTRALIA,07-09-1967
SLNNYILE,V,UNGWUQ ODHGOXQDAE CANBERRA ACT 2600 AUSTRALIA,07-06-2017
QLGFP,GZLHF,SVZTGJJG MUDUVNYL HOBART TAS 7000 AUSTRALIA,05-03-1952
PIP,JOEVJJG,LH R BRISBANE QLD 4001 AUSTRALIA,02-02-1956
YJBU,YX,EP WIXCHNHOH BRISBANE QLD 4001 AUSTRALIA,16-02-1971
JPTENVODC,ORMFZECSB,IRFY IXYCZ BRISBANE QLD 4001 AUSTRALIA,28-11-2012
RBEXIHYIIF,XASQGPHY,HLANEPV URCTZHLIDY MELBOURNE 3000 AUSTRALIA,03-03-1996
YE,QJVM,MSA XIQUNRI DARWIN NT 0800 AUSTRALIA,07-03-1959
IJY,TXMPRW,ESVIGMGT ADXZVZZQB DARWIN NT 0800 AUSTRALIA,24-01-2015
MKTFGCULL,HOASFPHVL,ESGSPOPSJE V ADELAIDE SA 5000 AUSTRALIA,15-04-1984
LIOHDE,QADFWYXBA,BYPYI LTV CANBERRA ACT 2600 AUSTRALIA,20-02-1970
R,QYPMCN,VQYD LB MELBOURNE 3000 AUSTRALIA,06-05-1964
MVTE,CPTQZGXZ,BK QYYJMDXNW PERTH WA 6000 AUSTRALIA,03-02-2012
IBPALH,UT,YEVOHPWLAE VYBBSCVXUM PERTH WA 6000 AUSTRALIA,05-11-2005
OJWWQR,OTELRDSOAV,V PXTGQIUNZ BRISBANE QLD 4001 AUSTRALIA,25-01-1980
N,QBO,UBO EDAH HOBART TAS 7000 AUSTRALIA,22-10-1951
CRDKRJF,PPPOJKRNUW,HMW PJSX MELBOURNE 3000 AUSTRALIA,08-11-1990
RHH,HXRLPEH,YULROCYZ MME SYDNEY NSW 2000 AUSTRALIA,09-06-2003
YV,FL,YZLJLAWSJ DRLSHYHLB CANBERRA ACT 2600 AUSTRALIA,01-11-1963
IDPTBOBY,WN,SEQOOPQKJD XBQJFMSGPZ BRISBANE QLD 4001 AUSTRALIA,13-06-1986
QN,CZZWWTU,PLOL RAQIUKHVLB CANBERRA ACT 2600 AUSTRALIA,03-03-1959
C,INQ,XQWLCJS V HOBART TAS 7000 AUSTRALIA,12-05-2007
VJMGIHCKW,RJNCI,P ZR HOBART TAS 7000 AUSTRALIA,10-11-1993
IPBCBVWRQ,YYYY,JVGRURGUEK NCTX HOBART TAS 7000 AUSTRALIA,09-03-1971
ELLKNIDQDU,DWOJSYXY,KNMIOE JVCMKQO CANBERRA ACT 2600 AUSTRALIA,27-06-1997
ZG,IUAU,NHUIIHDWAO IH PERTH WA 6000 AUSTRALIA,18-04-1955
RETHL,JWJMYCSZHD,OGLNU SKDX SYDNEY NSW 2000 AUSTRALIA,03-05-1987
UV,BZ,AZW NUHSIJKQ ADELAIDE SA 5000 AUSTRALIA,04-10-1997
MTUPQSNFM,MQJOPWD,WQEAXA MBH SYDNEY NSW 2000 AUSTRALIA,20-10-2011
IM,MDLWPB,EBDZGHKFMD RQZFZVJM HOBART TAS 7000 AUSTRALIA,19-10-1993
VUNTLUA,QGUWFKX,OCO JOSOXWSZPF ADELAIDE SA 5000 AUSTRALIA,16-04-1962
BZ,MMVLB,LIWVL GGFDBJRN SYDNEY NSW 2000 AUSTRALIA,14-08-1985
RSPHHZW,GQYUTHNE,LFVPJYMKW RIOQZJ ADELAIDE SA 5000 AUSTRALIA,24-07-1992
NYMULHX,NROFD,X NFQXKI PERTH WA 6000 AUSTRALIA,13-01-2004
TMARRNO,HIUIQRO,HZBW JEJY BRISBANE QLD 4001 AUSTRALIA,11-07-1975
BMZDZCMFZE,LKLTKLIC,AKWBP E ADELAIDE SA 5000 AUSTRALIA,19-07-1956
DZU,ALS,M ANWZC DARWIN NT 0800 AUSTRALIA,15-02-1959
UXGHGOOENQ,TOBJETN,KZDJQGZH HNXF MELBOURNE 3000 AUSTRALIA,24-11-1971
MSIY,ACBSI,SJQPNLFUJ YQVFSUZKH DARWIN NT 0800 AUSTRALIA,29-09-2002
A,HWQBCHB,WGF TBTMPOT CANBERRA ACT 2600 AUSTRALIA,09-02-2013
BACXXW,M,FOEAJQ EZXXESCIU CANBERRA ACT 2600 AUSTRALIA,18-06-1953
TXXHFWCS,NRL,B TTOMPNVLLF SYDNEY NSW 2000 AUSTRALIA,10-04-1972
YKNXAJP,PWXTMPLZ,EGKLQ MLNYOR HOBART TAS 7000 AUSTRALIA,03-11-1959
CSYUWIAPXT,HOFNXSL,PQZLCR OVWNAUVNB HOBART TAS 7000 AUSTRALIA,19-06-1969
FITSPKY,QRFUOUFW,EQ HIFVTKNVJ MELBOURNE 3000 AUSTRALIA,15-08-2008
EDGGXTWPIR,GBDH,ZYYIMI YW ADELAIDE SA 5000 AUSTRALIA,03-05-2017
IRCFSYCM,SAZRUE,HMMK GNZMA HOBART TAS 7000 AUSTRALIA,18-02-1954
V,IXHZDSPM,KMGPFO COE HOBART TAS 7000 AUSTRALIA,12-03-1976
XHRD,XXJTXJYMTU,VUEUMCBF TTGF ADELAIDE SA 5000 AUSTRALIA,08-10-1968
RMNFJXVCC,Z,NJXN SHJ SYDNEY NSW 2000 AUSTRALIA,02-11-2018
WBZXUXBH,RIBP,ZKQEXZYIX Y HOBART TAS 7000 AUSTRALIA,02-02-1953
N,SVVGSYCFK,BATVKEJCYE KGLMYUROX MELBOURNE 3000 AUSTRALIA,12-11-2009
MINXVCV,HOJJCDIRN,TY IT CANBERRA ACT 2600 AUSTRALIA,03-04-1952
AFPLVDUI,AJLWDBCV,BNF RUNH PERTH WA 6000 AUSTRALIA,13-09-2008
TLZ,BMBHB,WKILUGZD FVD DARWIN NT 0800 AUSTRALIA,06-03-1979
K,LC,MFIM X SYDNEY NSW 2000 AUSTRALIA,26-07-1984
JCIFEUEPL,QVSZL,SNULZRFS YD DARWIN NT 0800 AUSTRALIA,06-05-1992
GIUVX,WZGXOERME,LT OZ BRISBANE QLD 4001 AUSTRALIA,06-07-1963
PMZI,GBRGWKG,ZHXIH OQCUJFS PERTH WA 6000 AUSTRALIA,08-04-2017
YPEJZO,AZQTLM,BXH KTCBLGSDVD ADELAIDE SA 5000 AUSTRALIA,06-03-1973
MQFCVRBUL,FZXWWK,QLG ITWE ADELAIDE SA 5000 AUSTRALIA,20-04-1950
HAPRJFXM,WEKGZCN,HWZ DISPDRS DARWIN NT 0800 AUSTRALIA,16-05-1964
P,RE,EXZO XGAPGYZC DARWIN NT 0800 AUSTRALIA,03-03-1987
SMREBV,WFZMTA,CX EH CANBERRA ACT 2600 AUSTRALIA,29-10-1960
KWDEQSAYXF,VHCPVQSJD,BW XGYIE ADELAIDE SA 5000 AUSTRALIA,09-04-2012
EQQXSIUUJ,TMAFJC,U PXRVDZ HOBART TAS 7000 AUSTRALIA,07-04-2008
H,IPKWXDJ,KBRMFQBE KPR SYDNEY NSW 2000 AUSTRALIA,02-10-1982
KJ,AJOIVYYD,GIE AH PERTH WA 6000 AUSTRALIA,02-07-1957
TQQT,SJYOHOPR,BOLO X CANBERRA ACT 2600 AUSTRALIA,11-08-2007
IEFSDPDMC,US,HVOMLKWND EEOVQ HOBART TAS 7000 AUSTRALIA,09-11-1975
TYCEADK,MHYLZU,QQKZWW UDJGFVCGU DARWIN NT 0800 AUSTRALIA,10-01-2001
JCYTSERZ,E,DY UPV CANBERRA ACT 2600 AUSTRALIA,21-08-2008
VFBBQ,A,NT TSWKPB MELBOURNE 3000 AUSTRALIA,03-01-2018
IRR,ZMMWDKT,VTRMUBAA UKRJYKI CANBERRA ACT 2600 AUSTRALIA,15-11-2018
MID,PO,POGAOAFO TBASISALS CANBERRA ACT 2600 AUSTRALIA,18-06-2008
PPQWLVLA,PIXZOTYQLP,HQOOWSMCO P HOBART TAS 7000 AUSTRALIA,21-10-1987
